,Id,Title,review/score,Combined,new_url_id
1347,1883178126,The Book of Masonry Stoves,5.0,"The Book of Masonry Stoves Within the past decade, millions of Americans have discovered the economic benefits and personal pleasures of heating with wood. At the same time, many have discovered that there are serious problems associated with wood heat and iron stoves: chimney fires from creosote, air pollution from poor combustion, and structural fires caused by faulty stove installation. The masonry stove, widely used in Europe and Asia for centuries, surmounts these problems. Masonry stoves offer good solutions to many of the problems associated with wood burning. They provide clean combustion at a high temperature, good efficiency, a high degree of safety, and little or no pollution. Masonry stoves require little care, needing to be fed only once or twice a day. They come in a wide variety of shapes and sizes from simple to elegant and from austere to gothic. And they are easily adapted to a variety of structures including solar designs. The Book of Masonry Stoves represents the first comprehensive survey ever published of all the major types of masonry heating systems, ancient and modern. Detailed plans and building information are included in the book. As a complete introduction to masonry stoves, it will help many people rediscover an old way of warming, using masonry stoves. David Lyle Chelsea Green Publishing Company Technology & Engineering",h25d3GJVnQ8C
1348,1587887835,Midnight Bayou,5.0,"Midnight Bayou While working on the restoration of Manet Hall, Declan Fitzgerald begins seeing visions of past eras filled with sorrow and terror, and he turns to Angelina Simone to distract him from the eerie events, not realizing that Angelina has a connection to Manet Hall. Nora Roberts Putnam Adult Fiction",ChNCeGI72pAC
1349,0195136969,An Anatomy of Thought: The Origin and Machinery of the Mind,5.0,"An Anatomy of Thought: The Origin and Machinery of the Mind Drawing on a dazzlingly wide array of disciplines--physiology, neurology, psychology, anthropology, linguistics, and philosophy--Ian Glynn explains virtually every aspect of the workings of the brain, unlocking the mysteries of the mind. Here are the mechanics of nerve messages; the functioning of sensory receptors; the processes by which the brain sees, tastes, and smells; the seats of language, memory, and emotions. Glynn writes with exceptional clarity and offers telling examples: to help explain vision, for instance, he discusses optical illusions as well as cases of patients who suffer disordered seeing through healthy eyes (such as the loss of the ability to recognize familiar faces). The breadth of Glynn's erudition is astonishing, as he ranges from parallel processing in computers to the specialization of different regions of the brain (illustrated with fascinating instances of the bizarre effects of localized brain damage). He explains the different types of memory (episodic and semantic, as well as short-term and implicit memory), traces the path through the brain of information leading to emotional responses, and engages in a discussion of language that takes in Noam Chomsky and Hawaiian pidgin. Moreover, for every subject Glynn addresses, he offers a thorough-going scientific history. For example, before discussing the evolution of the brain, he provides an account of the theory of evolution itself, from the writing and success of The Origin of Species to recent work on the fossil record, DNA, and RNA. No other single volume has captured the full expanse of our knowledge of consciousness and the brain. A work of unequaled authority and eloquence, An Anatomy of Thought promises to be a new landmark of scientific writing. Ian Glynn Oxford University Press Science",CXB2CAAAQBAJ
1350,0143037420,The Woodsman's Daughter,5.0,"The Woodsman's Daughter The daughter of a nineteenth-century turpentine farmer in southern Georgia strives to create a better life for herself while protecting her family, efforts that are challenged by her father's past misdeeds. By the author of Icy Sparks. Reprint. 30,000 first printing. Gwyn Hyman Rubio Penguin Group USA Fiction",sVo_71GRHQ4C
1351,1581347383,The Deliberate Church: Building Your Ministry on the Gospel,5.0,"The Deliberate Church: Building Your Ministry on the Gospel Dever and Alexander propose a model of complete reliance and submission to the gospel when building a healthy church. Great resource for pastors, elders, and others interested in the vitality of their church. Mark Dever', 'Paul Alexander Crossway Religion",9TkrRCKa-kgC
1352,068814554X,This First Thanksgiving Day: A Counting Story,5.0,"This First Thanksgiving Day: A Counting Story Countdown to Thanksgiving! This rollicking counting story celebrates the very first Thanksgiving Day with vibrant illustrations and lively verse. Follow the Pilgrim and Wampanoag friends as they prepare for a great feast, and along the way look for the bold turkey on every page -- and for the very sharp of eye, there are all sorts of surprises hidden in the art! Laura Krauss Melmed Harper Collins Juvenile Nonfiction",t6_6-QFLLbYC
1353,0028643461,The Complete Idiot's Guide to Criminal Investigation,5.0,"The Complete Idiot's Guide to Criminal Investigation This book is the ideal entry point to learning about criminal investigation and forensics, including both the theoretical and practical aspects of the ways society copes with, and the way law enforcement investigates, crime today. Alan Axelrod', 'Guy Antinozzi Penguin Law",BJNxgmHeJ0AC
1354,B000FQ4JKQ,Insurance For Dummies (For Dummies (Computer/Tech)),5.0,"Insurance For Dummies (For Dummies (Computer/Tech)) Now updated — your guide to getting the best insurance policy Are you intimidated by insurance? Have no fear — this easy-to-understand guide explains everything you need to know, from getting the most coverage at the best price to dealing with adjusters, filing claims, and more. Whether you're looking for personal or business insurance, you'll see how to avoid common pitfalls, lower your costs, and get what you deserve at claim time. Get to know the basics — understand how to make good insurance decisions and reduce the chances of a financial loss in your life Take your insurance on the road — manage your personal automobile risks, handle special situations, insure recreational vehicles, and deal with insurance adjusters Understand homeowner's and renter's insurance — know what is and isn't covered by typical policies, common exclusions and pitfalls, and how to cover yourself against personal lawsuits Buy the right umbrella policy — discover the advantages, and coordinate your policies to cover the gaps Manage life, health, and disability risks — explore individual and group policies, understand Medicare basics, and evaluate long-term disability and long-term-care insurance Open the book and find: The best life, health, home, and auto policies Strategies for handling the claims process to get what you deserve Tips on adjusting your deductible to suit your lifestyle How to navigate healthcare policies Ways to reduce your risk and your premiums Common traps and loopholes Considerations for grads, freelancers, and remote workers Jack Hungelmann John Wiley & Sons Business & Economics",JtOBDwAAQBAJ
1355,0385484917,Buffett: The Making of an American Capitalist,5.0,"Buffett: The Making of an American Capitalist Since its hardcover publication in August of 1995, Buffett has appeared on the Wall Street Journal, New York Times, San Francisco Chronicle, Los Angeles Times, Seattle Times, Newsday and Business Week bestseller lists. Starting from scratch, simply by picking stocks and companies for investment, Warren Buffett amassed one of the epochal fortunes of the twentieth century—an astounding net worth of $10 billion, and counting. His awesome investment record has made him a cult figure popularly known for his seeming contradictions: a billionaire who has a modest lifestyle, a phenomenally successful investor who eschews the revolving-door trading of modern Wall Street, a brilliant dealmaker who cultivates a homespun aura. Journalist Roger Lowenstein draws on three years of unprecedented access to Buffett’s family, friends, and colleagues to provide the first definitive, inside account of the life and career of this American original. Buffett explains Buffett’s investment strategy—a long-term philosophy grounded in buying stock in companies that are undervalued on the market and hanging on until their worth invariably surfaces—and shows how it is a reflection of his inner self. Roger Lowenstein Random House Biography & Autobiography",MFkKf4zIqbkC
1356,B0000CLBP1,The Great Explosion,5.0,"The Great Explosion MISSION OF EMPIRE Earthmen had colonized hundreds of planets in the four centuries of deep space exploration—independent new civilizations founded by the discontented and adventurous of Terra. Trouble was, they were too independent—and the Terran government had ambitions for a space empire. A giant battle cruiser went out into the starlanes, with instructions to persuade the colonial planets to join the Empire—and with a couple of thousand troops to back up the persuasion ! It looked like an interesting, if easy, mission—after all, what kind of opposition could a bunch of backwoods planets offer to the most advanced military power in the Galaxy? Quite a lot, as it turned out ... and all of it wildly unexpected! One of the ""old pros"" of science-fiction, Eric Frank Russell has, in THE GREAT EXPLOSION, written a fast-paced and compelling adventure—a fascinating look at a possible tomorrow. A satirical Classic. Eric Frank Russell Pickle Partners Publishing Fiction",YKX2CwAAQBAJ
1357,B000O0E7VE,"The Art of Michael Mobius (Art Premiere Deluxe, 2)",4.0,"The Art of Michael Mobius (Art Premiere Deluxe, 2) The most comprehensive guide to the history of DC Comics ever published - now fully updated In 1938, Superman led the charge. The world's first Super Hero was soon followed by his Justice League teammates Batman, Wonder Woman, the Flash, Aquaman, Shazam! and Green Lantern. These heroes, and their Super-Villainous foes such as Lex Luthor and The Joker, became the foundation of DC Comics. You can trace these characters' evolution, and learn about the company and creators who made them the enduring pop culture icons they are today in DC Comics Year By Year: A Visual Chronicle - the most comprehensive, chronological history of DC Comics ever published. Fully updated, this best-selling, visually stunning book details the debuts and careers of every major hero and villain in the DC Universe. It also chronicles the company's fascinating 85-year history, highlighting its publishing milestones and expansion into movies and television, alongside the real-world events that shaped the times. Created in full collaboration with DC Comics and written by leading comics historians Matthew K. Manning, Daniel Wallace, Mike McAvennie, Alex Irvine, Alan Cowsill and Melanie Scott, the new edition brings the DC Comics story right up to date, covering recent landmark events such as Rebirth, Dark Nights: Metal, Doomsday Clock and Heroes in Crisis. DC Comics Year By Year: A Visual Chronicle is guaranteed to keep fans enthralled for hours on end. TM © DC Comics Alan Cowsill', 'Alex Irvine', 'Matthew K. Manning', 'Michael McAvennie', 'Melanie Scott', 'Daniel Wallace Penguin Comics & Graphic Novels",9mmgDwAAQBAJ
1358,1410713652,Glimpses,4.0,"Glimpses While trying to cope with the recent loss of his father and the emptiness of his marriage, Ray Shackleford ""recreates"" wonderful rock-and-roll recording sessions that never happened on his tape deck. Reprint. 10,000 first printing. Lewis Shiner Macmillan Fiction",qhxm4w5-uVcC
1359,B0006BR2VI,Sailing small boats,4.0,"Sailing small boats For the first time ever, a comparative survey of 95 percent of the fiberglass pocketcruising sailboats ever built Author Steve Henkel has researched hundreds of cruising sailboats less than 26 feet long--pocket cruisers--to create this definitive gallery and handbook of the small cruising sailboats built in the last 45 years. With detailed plans, specifications, performance indexes, and commentary for every model the author could find (360 in all!), The Sailor’s Book of Small Cruising Sailboats is your ideal core reference for the used and new boats you see on the water. Steve Henkel McGraw Hill Professional Sports & Recreation",eQt-0KvDJJkC
1360,159052330X,What's a Girl to Do?: While Waiting for Mr. Right,5.0,"What's a Girl to Do?: While Waiting for Mr. Right Things to Do with Your Ex-Boyfriend’s Shirt: A. Return it cleaned and pressed in time for his next date. B. Sew it into a pillow to cry on. C. Use it to clean out the crud in your refrigerator. If you chose option C, this book is for you. With quick wit and refreshing honesty, Janet Folger will make you laugh and cry, sparing you the usual Christian singles saccharine. Enjoy a fun and lively chat with a girl who knows your struggles. “You’re alone now—like me,” Janet says—“because God has something critically important He wants you to do right now.” Single people could very well be the most effective members of God's kingdom, so Satan gets them to believe they're forsaken by God. But it's a lie. This is an honest, encouraging, and hilarious chat with a woman who knows single people's struggles. Folger's witty insights will clear readers' minds of the lies that destroy their happiness and freedom as single women - all the sooner to find what God has for them to do right now. You’ll be encouraged as you pursue the rich, surprising life God made you for. Story Behind the Book Writing a book about dating just isn’t my thing. Not my area of expertise. Not my focus. But then I started thinking about it. Maybe I have learned some things. Maybe I could add something useful to the mix that hadn’t been said already. So I emailed my agent to say I would consider it. Then I broke up with my boyfriend. When my agent telephoned to ask why I hadn’t responded to his emails, the call went something like this: “You can forget about the book. I can’t even write a pamphlet. How in the world am I supposed to give advice when I can’t handle my own love life?” In his pep talk, my agent told me the thing I have going for me is honesty. He told me to picture myself in a coffee shop catching up with friends, trading stories, binding each other’s wounds, laughing, refocusing, and re-emerging as the women God wants us to be. So I did. Janet Folger Multnomah Religion",CeCuaBvb8uIC
1361,B000P98R06,A Portrait of the Artist As a Young Man by James Joyce,5.0,"A Portrait of the Artist As a Young Man by James Joyce ""James Joyce's A Portrait of the Artist as a Young Man (1916) is one of the twentieth century's great coming-of-age novels. This Norton Critical Edition is based on Hans Walter Gabler's acclaimed text and is accompanied by his introduction and textual notes. John Paul Riquelme provides explanatory notes to deepen the reader's appreciation for Joyce's masterpiece."" """"Backgrounds and Contexts"" is topically organized: ""Political Nationalism: Irish History, 1798-1916,"" ""The Irish Literary and Cultural Revival,"" ""Religion,"" and ""Aesthetic Backgrounds."" Fourteen illustrations accompany the documents."" """"Criticism"" begins with John Paul Riquelme's overview of A Portrait of the Artist as a Young Man's structure. Twelve diverse interpretations of his work follow, by Kenneth Burke, Umberto Eco, Hugh Kenner, Helene Cixous, John Paul Riquelme, Karen Lawrence, Maud Ellmann, Bonnie Kime Scott, Joseph Valente, Marian Eide, Pericles Lewis, adn Jonathan Mulrooney. A Selected Bibliography is also included.""--BOOK JACKET. James Joyce Wordsworth Editions Fiction",C_rPXanc_HAC
1362,B000KF8462,Shiloh : A Novel of the Bloodiest Battle of the Civil War,4.0,"Shiloh : A Novel of the Bloodiest Battle of the Civil War A fictional account of one of the bloodiest battles of the Civil War, told from the perspectives of participants on both sides, recreates the April 1862 surprise attack by Confederate forces on the Union Army at Shiloh. Jeff Shaara Ballantine Books Fiction",5UANZYKiUuEC
1363,0934287236,Speaking in Other Tongues,5.0,Speaking in Other Tongues How a skeptical journalist was introduced to the charismatic renewal and to the phenomenon of speaking in tongues. John L. Sherrill Chosen Books Publishing Company Religion,6Ni2OAAACAAJ
1364,0618197338,The Best American Short Stories 2003,5.0,"The Best American Short Stories 2003 Presents a collection of stories selected from magazines in the United States and Canada Walter Mosley', 'Katrina Kenison Houghton Mifflin Harcourt Fiction",O7Iua-SB1JUC
1365,B0006BWXM6,The history of Italy,4.0,"The history of Italy Discusses the political and economic aspects of each period as well as the social and cultural milieu, and includes a timeline, brief biographical notes on key players, and a bibliographic essay. Charles L. Killinger Greenwood Publishing Group History",stSxECsf0F4C
1366,0312997523,And Then Came You: Sam's Story,5.0,"And Then Came You: Sam's Story Nine years ago, Samantha Marconi was swept away in a whirlwind wedding...even though she'd only known her new husband for a month. When Jeff left her just weeks after the wedding-she found out she was pregnant and had nowhere to turn. So Sam did the only thing she thought she could do. She placed her daughter up for adoption and tried to forget the past-until her past came knocking on her door... Jeff never received Sam's letters, nor did he know she had their child-until after the little girl was put up for adoption. Jeff managed to find their daughter, Emma, and lovingly raised her on his own. He's about to remarry-but his divorce from Sam never went through. Jeff needs Sam's help to get ""unmarried,"" and quick. Yet when Jeff shows up on Sam's doorstep, he's shocked to find the sparks that once flew between them are still burning strong. Can he let Sam go again? Especially when the truth about what really happened nine years ago is finally revealed... Maureen Child Macmillan Fiction",iLkIzQ9MqVAC
1367,0824955420,The Rock-A-Bye Collection [With Paperback Book],5.0,"The Rock-A-Bye Collection [With Paperback Book] All around an old oak tree, baby animals are being put to bed in this sweet reimaginaing of a classic nursery rhyme. Rock-a-bye Squirrel, high in the tree, in Mommy's arms, cozy as can be. The familiar lullaby takes on a new life in Jane Cabrera's cozy rendition. In the branches and beneath the roots, tucked into nooks and nests, different animals, large and small, are getting ready for bed. The baby bat nestles with its mother, the bunny burrows in safe and warm—even a cheerful, fuzzy spider settles on its sparkling web. At the end, a human father and his baby watch the tree from a distance, joining in on the sleepy song. With clever new lyrics and bright, sweet illustrations of all kinds of animals, this is an irresistable addition to Jane Cabrera's library of refreshed nursery rhymes. . . and perfect to share with little ones you love. Jane Cabrera Holiday House Juvenile Fiction",DwAvEAAAQBAJ
1368,0820455164,The Intimate Stranger: Meetings with the Devil in Nineteenth-Century Russian Literature,5.0,"The Intimate Stranger: Meetings with the Devil in Nineteenth-Century Russian Literature The Intimate Stranger provides the first detailed investigation of a distinctive literary phenomenon: a fascination with demons and devils in nineteenth-century Russian literature. Nearly all of the major authors of the period - Pushkin, Gogol, Lermontov, Dostoevsky, and Tolstoy - used images of devils to explore issues of human temptation, sin, and guilt in a troubled world. Asking fundamental questions - where does evil come from? when does it appear in characters' lives? - these writers created a remarkable array of demonic figures, ranging from grotesque demons to handsome nihilists. This book discusses the various literary, religious, and folkloric factors that influenced the representation of the demonic, and it investigates the profound, soul-shattering effects that a personal encounter with the demonic may have on an individual's life. Julian W. Connolly Peter Lang Pub Incorporated Literary Criticism",N4kaAQAAIAAJ
1369,1580628362,Please Stop Laughing At Me...: One Woman's Inspirational Story,4.0,"Please Stop Laughing At Me...: One Woman's Inspirational Story ""In this timely update of the seminal classic, author and activist Jodee Blanco reveals how she simply set out to share her story-and ended up igniting a grassroots movement in the nation's schools. The first survivor of school bullying to look back on those experiences as an adult, Jodee brings you up to speed on her life and work since the book's initial release with a new chapter, all-new Letter to My Readers, and Reader's Guide. She also offers the latest information on digital and cyberbullying, the Adult Survivor of Peer Abuse, her in-school antibullying program, INJJA (It's NOT Just Joking Around!), and provides discussion questions for schools. While other children were daydreaming about dances, first kisses, and college, Jodee Blanco was trying to figure out how to go from homeroom to study hall without being taunted or spit upon as she walked through the halls. This powerful, unforgettable memoir chronicles how one child was shunned-and even physically abused-by her classmates from elementary school through high school. It is an unflinching look at what it means to be the outcast, how even the most loving parents can get it all wrong, why schools are often unable to prevent disaster, and how bullying has been misunderstood and mishandled by the mental health community""-- Jodee Blanco Simon and Schuster Biography & Autobiography",Hn9dEAAAQBAJ
1370,0883687259,Understanding The Purpose And Power Of Men,5.0,"Understanding The Purpose And Power Of Men In addition to needing a new awareness of who they are, women need new skills to meet today's challenges. Examining society's attitudes toward women, this book helps readers understand what role they are called to fulfill. Myles Munroe Whitaker Distribution Religion",xvQHAAAACAAJ
1371,0618197346,The Best American Short Stories 2004 (The Best American Series),4.0,"The Best American Short Stories 2004 (The Best American Series) Presents a collection of stories selected from magazines in the United States and Canada Michael Chabon', 'Katrina Kenison Mariner Books Fiction",DDt7MgEACAAJ
1372,B0006W4YSG,"Here comes, & other poems: Originally published as Fruits & vegetables and Half-lives",4.0,"Here comes, & other poems: Originally published as Fruits & vegetables and Half-lives When a little town on Long Island is inundated with garbage, its citizens become more environmentally aware, while a garbage barge travels the North American coast in search of a dumping location. Jonah Winter Schwartz & Wade Juvenile Nonfiction",VV-UDwAAQBAJ
1373,081353030X,"Digit Ratio: A Pointer to Fertility, Behavior, and Health (A volume in the Rutgers Series in Human Evolution, edited by Robert Trivers.)",4.0,"Digit Ratio: A Pointer to Fertility, Behavior, and Health (A volume in the Rutgers Series in Human Evolution, edited by Robert Trivers.) Manning (biological sciences, University of Liverpool) argues that the relative lengths of the second and fourth fingers are genetically linked to hormone- and sex-related traits, and by extension with sperm counts, family size, musical genius, sporting prowess, autism, depression, homosexuality, heart problems, and breast cancer. He suggests that the study of the ratio between the lengths of the second and fourth finger can broaden our understanding of human ability, behavior, and health. Three photographs, 38 figures, and eight tables are included. Annotation copyrighted by Book News Inc., Portland, OR. John T. Manning Rutgers University Press Science",xyCFaHy6riYC
1374,B0002KM4WA,Mastering Windows 2000 Professional,4.0,"Mastering Windows 2000 Professional The Only Windows 2000 Professional Resource You Need From the expert that brought you Mastering Windows NT Workstation, Mark Minasi's Mastering Windows 2000 Professional, 2nd Edition gives you all the conceptual and practical information you need to get the most out of Microsoft's latest operating system. This is the premier resource for anyone installing, configuring, and running Windows 2000, whether as part of a corporate network or for home or small business use. You can depend on it for clear, authoritative instruction in hundreds of techniques that will make you and your workstation more productive. The perfect companion to Minasi's Mastering Windows 2000 Server! This edition includes new coverage of Active Directory, Internet Connection Sharing, secure telecommuting and how to connect to the Internet using DSL, cable modem and ISDN. Brand new coverage of advanced scripting can turn you into a power-user, and entire chapters dedicated to troubleshooting are sure to save you hours of frustration. If you call Microsoft with a Windows 2000 question, they may charge you $200. Use this book instead and save yourself some serious money! Coverage includes: * Understanding features new to Windows 2000 Professional * Installing Windows 2000 Professional * Configuring for network or stand-alone use * Active Directory Essentials * Setting up peer-to-peer networking * Setting up user profiles * Setting up a security strategy-including special issues for telecommuting * Customizing the desktop and other features * Using the Management Console * Connecting to the Internet-via LAN, cable modem, DSL, and ISDN * Automating functions using the Windows Scripting Host and VB * Installing and running applications * Using the file system * Setting up printers * Using Windows 2000's native accessories * Understanding network and Windows 2000 Professional architecture * Connecting to Novell NetWare networks * Setting up remote access * Using Windows 2000 Professional administrative and diagnostic tools * Configuring Windows 2000 Professional for sending and receiving email Real Solutions to Real Desktop Support Challenges If making a smooth transition to the latest version of Windows is important to you and your company, this book delivers the goods. It introduces you to the Windows 2000 architecture and all the new features, reveals configuration and optimization secrets to keep your workstations humming along, and teaches troubleshooting techniques that will get you out of hot water. There's no end to what you'll accomplish with these practical, step-by-step instructions from the world's most accomplished Windows NT/2000 expert! Mark Minasi Sybex Computers",T-qJ6jaPuowC
1375,B0006ARD9K,"The folktale,",4.0,"The folktale, As interest in folklore increases, the folktale acquires greater significance for students and teachers of literature. The material is massive and scattered; thus, few students or teachers have accessibility to other than small segments or singular tales or material they find buried in archives. Stith Thompson has divided his book into four sections which permit both the novice and the teacher to examine oral tradition and its manifestation in folklore. The introductory section discusses the nature and forms of the folktale. A comprehensive second part traces the folktale geographically from Ireland to India, giving culturally diverse examples of the forms presented in the first part. The examples are followed by the analysis of several themes in such tales from North American Indian cultures. The concluding section treats theories of the folktale, the collection and classification of folk narrative, and then analyzes the living folklore process. This work will appeal to students of the sociology of literature, professors of comparative literature, and general readers interested in folklore. Stith Thompson Univ of California Press Social Science",WKN44RtM_loC
1376,0425067882,"Mr. Parker Pyne, Detective",5.0,"Mr. Parker Pyne, Detective Agatha Christie once again demonstrates her mastery of the short form mystery with Parker Pyne Investigates—short stories of crime and detection featuring Parker Pyne, certainly one of the most unconventional private investigators ever to pursue a hot lead. Mrs. Packington felt alone, helpless and utterly forlorn. But her life changed when she stumbled upon an advertisement in the Times that read: ""Are you happy? If not, consult Mr. Parker Pyne."" Equally adept at putting together the fragments of a murder mystery or the pieces of a broken marriage, Mr. Parker Pyne is possibly the world's most unconventional private investigator. Armed with just his intuitive knowledge of human nature, he is an Englishman abroad, traveling the globe to solve and undo crime and misdemeanor. Agatha Christie Harper Collins Fiction",1qjliFlvf70C
1377,0865927847,Sassafras (Serendipity),5.0,"Sassafras (Serendipity) Young elephant Sassafras is unpopular because she always sarcastically repeats the last thing said, but when she first hears an echo, she realizes she can't always have the last word. Stephen Cosgrove Heritage Builders Juvenile Fiction",TdIonwEACAAJ
1378,0679891900,Wait for Elmo! (Junior Jellybean Books(TM)),5.0,"Wait for Elmo! (Junior Jellybean Books(TM)) Meet Zoe, a little girl muppet, who loves to twirl, bounce, zip, dance, and count to three and is good at alot of things. Liza Alexander Random House Books for Young Readers Juvenile Fiction",_LYpGt61koYC
1379,B000ML10E2,Ishmael,5.0,"Ishmael One of the most beloved and bestselling novels of spiritual adventure ever published, Ishmael has earned a passionate following. This special twenty-fifth anniversary edition features a new foreword and afterword by the author. “A thoughtful, fearlessly low-key novel about the role of our species on the planet . . . laid out for us with an originality and a clarity that few would deny.”—The New York Times Book Review Teacher Seeks Pupil. Must have an earnest desire to save the world. Apply in person. It was just a three-line ad in the personals section, but it launched the adventure of a lifetime. So begins an utterly unique and captivating novel. It is the story of a man who embarks on a highly provocative intellectual adventure with a gorilla—a journey of the mind and spirit that changes forever the way he sees the world and humankind’s place in it. In Ishmael, which received the Turner Tomorrow Fellowship for the best work of fiction offering positive solutions to global problems, Daniel Quinn parses humanity’s origins and its relationship with nature, in search of an answer to this challenging question: How can we save the world from ourselves? Explore Daniel Quinn’s spiritual Ishmael trilogy: ISHMAEL • MY ISHMAEL • THE STORY OF B Praise for Ishmael “As suspenseful, inventive, and socially urgent as any fiction or nonfiction you are likely to read this or any other year.”—The Austin Chronicle “Before we’re halfway through this slim book . . . we’re in [Daniel Quinn’s] grip, we want Ishmael to teach us how to save the planet from ourselves. We want to change our lives.”—The Washington Post “Arthur Koestler, in an essay in which he wondered whether mankind would go the way of the dinosaur, formulated what he called the Dinosaur’s Prayer: ‘Lord, a little more time!’ Ishmael does its bit to answer that prayer and may just possibly have bought us all a little more time.”—Los Angeles Times Daniel Quinn Bantam Fiction",83p-OMrNalYC
1380,038530322X,YOUR NINE YEAR OLD,5.0,"YOUR NINE YEAR OLD What happened to that sunny outgoing child of eight? As parents of nine-year-olds often discover, nine is a tricky age. Children are more distant from Mother and Father; they're more independant and rely on friends for companionship, or they have a tendency to spend time alone. Some nines are boisterous and wild, others thoughtful and withdrawn. Helping parents learn how to cope with the unpredictable nine-year-old is the aim of this practical guide from the Gesell Institute. Nine-year-olds are hovering on the brink of adolescence, and this in part contributes to their up-and-down nature. Dr. Louis Bates Ames and Carol Chase Haber paint a vivid picture of the child at this age and offer useful advice to make life easier for parents and children alike. Louise Bates Ames', 'Carol Chase Haber Dell Family & Relationships",iu6khybgWQEC
1381,020172149X,"The Design of Sites: Patterns, Principles, and Processes for Crafting a Customer-Centered Web Experience",4.0,"The Design of Sites: Patterns, Principles, and Processes for Crafting a Customer-Centered Web Experience Creating a Web site is easy. Creating a well-crafted Web site that provides a winning experience for your audience and enhances your profitability is another matter. It takes research, skill, experience, and careful thought to build a site that maximizes retention and repeat visits. van Duyne (Douglas K.)', 'James A. Landay', 'Jason I. Hong Addison-Wesley Professional Computers",CyT089J95agC
1382,B000FUO0FQ,"October Men : Reggie Jackson, George Steinbrenner, Billy Martin, and the Yankees' Miraculous Finish in 1978",5.0,"October Men : Reggie Jackson, George Steinbrenner, Billy Martin, and the Yankees' Miraculous Finish in 1978 Recounts one of the great summers of baseball history, 1978--the year the Yankees won the World Series after a tumultuous season. Roger Kahn Houghton Mifflin Harcourt Sports & Recreation",KJJFvgAACAAJ
1383,0914520237,Biblical Hebrew Grammar,5.0,"Biblical Hebrew Grammar Features of Basics of Biblical Hebrew Grammar, Second Edition text: * Combines the best of inductive and deductive approaches * Uses actual examples from the Hebrew Old Testament rather than 'made-up' illustrations * Emphasizes the structural pattern of the Hebrew language rather than rote memorization, resulting in a simple, enjoyable, and effective learning process * Colored text highlights particles added to nouns and verbs, allowing easy recognition of new forms * Chapters Two (Hebrew Vowels), Nine (Pronominal Suffixes), Seventeen (Waw Consecutive), Eighteen (Imperative, Cohortative, and Jussive), and Twenty-Three (Issues of Sentence Syntax) are revised and expanded * Section of appendices and study aids is clearly marked for fast reference * Larger font and text size make reading easier * Updated author website with additional Hebrew language resources and product information (www.basicsofbiblicalhebrew.com) Features of updated CD-ROM: * Full answer key to the accompanying workbook (compatible with Windows and Macintosh) * Scripture indexes to both the grammar and the workbook * FlashWorksTM, a fun and effective vocabulary-drilling program from Teknia Language Tools * Links to additional resources accessible with internet connection Gary D. Pratico', 'Miles V. Van Pelt Zondervan Religion",p3FIoT0s3yYC
1384,0954772806,Gertrude Bell: A Biography,5.0,"Gertrude Bell: A Biography This “richly textured biography” (Chicago Tribune) inspired the mesmerizing documentary, Letters from Baghdad, soon to air on public television. Here is the story of Gertrude Bell, who explored, mapped, and excavated the Arab world throughout the early twentieth century. Recruited by British intelligence during World War I, she played a crucial role in obtaining the loyalty of Arab leaders, and her connections and information provided the brains to match T. E. Lawrence's brawn. After the war, she played a major role in creating the modern Middle East and was, at the time, considered the most powerful woman in the British Empire. In this masterful biography, Janet Wallach shows us the woman behind these achievements–a woman whose passion and defiant independence were at odds with the confined and custom-bound England she left behind. Too long eclipsed by Lawrence, Gertrude Bell emerges at last in her own right as a vital player on the stage of modern history, and as a woman whose life was both a heartbreaking story and a grand adventure. Janet Wallach Anchor Biography & Autobiography",tOLMYBGXRfUC
1385,B000FGGN6O,Problem-Solving Strategies (Problem Books in Mathematics),5.0,"Problem-Solving Strategies (Problem Books in Mathematics) A unique collection of competition problems from over twenty major national and international mathematical competitions for high school students. Written for trainers and participants of contests of all levels up to the highest level, this will appeal to high school teachers conducting a mathematics club who need a range of simple to complex problems and to those instructors wishing to pose a ""problem of the week"", thus bringing a creative atmosphere into the classrooms. Equally, this is a must-have for individuals interested in solving difficult and challenging problems. Each chapter starts with typical examples illustrating the central concepts and is followed by a number of carefully selected problems and their solutions. Most of the solutions are complete, but some merely point to the road leading to the final solution. In addition to being a valuable resource of mathematical problems and solution strategies, this is the most complete training book on the market. Arthur Engel Springer Science & Business Media Mathematics",IJLzBwAAQBAJ
